"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-09-17",,,"0.00",,,"82","56","60"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-09-18",,,"0.00",,,"74","48","56"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-09-19",,,"0.00",,,"86","55","70"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-09-20",,,"0.00",,,"86","58","65"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-09-21",,,"0.00",,,"90","58","62"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-09-22",,,"0.00",,,"79","54","58"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-09-23",,,"0.00",,,"77","51","60"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-09-24",,,"0.00",,,"91","58","79"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-09-25",,,"0.00",,,"93","75","75"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-09-26",,,"0.24",,,"83","63","67"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-09-27",,,"0.32",,,"74","62","63"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-09-28",,,"0.00",,,"80","60","64"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-09-29",,,"0.00",,,"74","60","62"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-09-30",,,"0.00",,,"76","55","55"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-01",,,"0.00",,,"81","51","58"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-02",,,"0.00",,,"76","48","53"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-03",,,"0.00",,,"81","49","65"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-04",,,"0.00",,,"65","52","52"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-05",,,"0.00",,,"60","41","41"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-06",,,"0.00",,,"50","39","41"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-07",,,"0.00",,,"56","29","38"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-08",,,"0.00",,,"66","32","46"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-09",,,"0.00",,,"70","45","45"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-10",,,"0.00",,,"68","39","55"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-11",,,"0.00",,,"82","55","68"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-12",,,"2.57",,,"72","61","64"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-13",,,"0.08",,,"74","57","58"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-14",,,"0.00",,,"75","55","56"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-15",,,"0.00",,,"87","50","66"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-16",,,"0.00",,,"83","57","63"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-17",,,"0.00",,,"73","46","47"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-18",,,"0.00",,,"68","44","54"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-19",,,"0.00",,,"68","44","45"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-20",,,"0.00",,,"84","42","62"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-21",,,"0.00",,,"88","59","75"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-22",,,"0.00",,,"83","65","67"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-23",,,"0.00",,,"85","66","71"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-24",,,"0.00",,,"83","67","71"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-25",,,"0.00",,,"71","37","37"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-26",,,"0.00",,,"50","29","29"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-27",,,"0.00",,,"52","24","33"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-28",,,"0.00",,,"57","28","38"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-29",,,"0.00",,,"65","32","45"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-30",,,"0.00",,,"80","42","48"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-10-31",,,"0.00",,,"69","37","48"
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-01",,,"0.00",,,"78","43",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-02",,,"0.00",,,"88","48",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-03",,,"0.00",,,"66","40",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-04",,,"0.00",,,"68","37",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-05",,,"0.00",,,"56","37",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-06",,,"0.00",,,"68","33",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-07",,,"0.00",,,"66","35",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-08",,,"0.00",,,"77","43",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-09",,,"0.00",,,"80","59",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-10",,,"0.00",,,"76","65",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-11",,,"0.73",,,"69","27",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-12",,,"0.00",,,"52","24",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-13",,,"0.00",,,"58","31",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-14",,,"0.00",,,"59","31",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-15",,,"0.00",,,"64","33",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-16",,,"0.00",,,"62","36",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-17",,,"0.00",,,"61","35",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-18",,,"0.10",,,"66","38",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-19",,,"0.14",,,"69","47",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-20",,,"0.01",,,"72","41",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-21",,,"0.00",,,"75","42",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-22",,,"0.00",,,"77","49",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-23",,,"0.00",,,"49","28",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-24",,,"0.00",,,"58","23",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-25",,,"0.00",,,"61","35",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-26",,,"0.00",,,"50","28",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-27",,,"0.00",,,"46","20",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-28",,,"0.00",,,"58","28",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-29",,,"0.00",,,"70","40",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-11-30",,,"0.00",,,"65","40",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-01",,,"0.00",,,"72","45",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-02",,,"0.00",,,"70","38",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-03",,,"0.00",,,"76","53",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-04",,,"0.00",,,"65","37",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-05",,,"0.00",,,"61","37",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-06",,,"0.00",,,"62","38",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-07",,,"0.00",,,"52","45",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-08",,,"0.00",,,"46","34",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-09",,,"0.01",,,"46","25",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-10",,,"0.00",,,"34","14",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-11",,,"0.00",,,"48","20",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-12",,,"0.00",,,"53","28",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-13",,,"0.00",,,"62","38",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-14",,,"0.10",,,"55","41",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-15",,,"0.00",,,"61","41",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-16",,,"0.00",,,"52","32",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-17",,,"0.00",,,"55","28",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-18",,,"0.00",,,"62","33",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-19",,,"0.00",,,"62","38",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-20",,,"0.00",,,"41","22",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-21",,,"0.00",,,"57","21",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-22",,,"0.00",,,"63","28",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-23",,,"0.00",,,"45","22",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-24",,,"0.00",,,"39","18",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-25",,,"0.00",,,"27","15",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-26",,,"0.00",,,"32","9",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-27",,,"0.00",,,"37","19",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-28",,,"0.00",,,"34","16",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-29",,,"0.00",,,"43","9",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-30",,,,,,"47","20",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2012-12-31",,,,,,"36","32",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-01",,,,,,"31","16",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-02","    4","0.17",,,,"37","13",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-03",,,"0.00",,,"39","19",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-04",,,"0.00",,,"49","18",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-05",,,"0.00",,,"47","26",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-06",,,"0.00",,,"49","20",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-07",,,"0.00",,,"53","23",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-08",,,"0.00",,,"56","28",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-09",,,"0.03",,,"54","34",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-10",,,"0.21",,,"52","43",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-11",,,"0.00",,,"68","45",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-12",,,"0.00",,,"50","22",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-13",,,"0.00",,,"30","12",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-14",,,,,,"33","12",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-15",,,,,,"36","17",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-16","    3","0.03",,,,"47","16",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-17",,,"0.00",,,"53","26",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-18",,,"0.00",,,"59","33",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-19",,,"0.00",,,"62","38",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-20",,,"0.00",,,"59","26",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-21",,,"0.00",,,"40","17",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-22",,,"0.00",,,"49","17",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-23",,,"0.00",,,"61","22",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-24",,,"0.00",,,"36","26",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-25",,,"0.00",,,"49","22",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-26",,,"0.00",,,"57","32",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-27",,,"0.00",,,"67","43",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-28",,,"0.00",,,"75","56",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-29",,,"2.67",,,"65","37",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-30",,,"0.00",,,"37","23",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-01-31",,,"0.00",,,"42","16",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-01",,,"0.00",,,"39","14",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-02",,,"0.00",,,"59","26",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-03",,,"0.00",,,"58","31",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-04",,,"0.00",,,"63","33",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-05",,,"0.00",,,"66","27",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-06",,,"0.00",,,"63","35",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-07",,,"0.08",,,"54","35",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-08",,,"0.00",,,"46","26",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-09",,,"0.10",,,"50","33",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-10",,,"0.12",,,"56","36",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-11",,,,,,"50","25",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-12",,,,,,"39","30",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-13","    3","0.48",,,,"48","24",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-14",,,"0.00",,,"53","29",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-15",,,"0.00",,,"42","24",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-16",,,"0.00",,,"47","18",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-17",,,"0.00",,,"70","30",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-18",,,"0.00",,,"55","29",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-19",,,,,,"48","22",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-20",,,,,,"33","26",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-21",,,,,,"32","17",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-22",,,,,,"27","11",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-23",,,,,,"37","14",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-24",,,,,,"53","25",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-25",,,,,,"39","32",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-26","    8","1.99",,,,"36","25",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-27",,,"0.00",,,"39","24",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-02-28",,,"0.00",,,"40","26",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-01",,,"0.00",,,"37","21",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-02",,,"0.00",,,"45","17",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-03",,,"0.00",,,"66","27",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-04",,,"0.00",,,"66","38",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-05",,,"0.01",,,"46","26",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-06",,,"0.00",,,"48","20",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-07",,,"0.00",,,"67","29",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-08",,,"0.00",,,"61","42",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-09",,,"0.45",,,"60","51",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-10",,,"0.00",,,"51","30",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-11",,,"0.00",,,"49","24",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-12",,,"0.07",,,"56","34",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-13",,,"0.00",,,"57","27",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-14",,,"0.00",,,"76","40",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-15",,,"0.00",,,"81","46",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-16",,,"0.00",,,"63","42",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-17",,,"0.01",,,"42","36",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-18",,,"0.00",,,"59","36",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-19",,,"0.00",,,"57","30",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-20",,,"0.00",,,"50","27",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-21",,,"0.00",,,"42","35",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-22",,,"0.00",,,"48","34",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-23",,,,,,"39","32",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-24","    2","0.22",,,,"37","25",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-25",,,"0.00",,,"37","23",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-26",,,"0.00",,,"50","18",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-27",,,"0.00",,,"66","33",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-28",,,"0.00",,,"71","37",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-29",,,"0.00",,,"73","48",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-30",,,"0.18",,,"78","54",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-03-31",,,"0.18",,,"69","45",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-01",,,"0.08",,,"52","37",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-02",,,"0.67",,,"38","34",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-03",,,"0.44",,,"38","34",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-04",,,"0.00",,,"58","35",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-05",,,"0.00",,,"69","35",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-06",,,"0.00",,,"75","55",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-07",,,"0.01",,,"71","48",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-08",,,"0.00",,,"76","58",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-09",,,"0.23",,,"78","35",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-10",,,"1.40",,,"36","32",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-11",,,"0.00",,,"51","29",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-12",,,"0.00",,,"57","31",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-13",,,"0.00",,,"75","39",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-14",,,"0.00",,,"78","58",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-15",,,"0.00",,,"63","47",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-16",,,"0.00",,,"49","44",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-17",,,"0.35",,,"60","44",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-18",,,"0.03",,,"44","32",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-19",,,"0.00",,,"65","29",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-20",,,"0.00",,,"71","39",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-21",,,"0.00",,,"69","49",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-22",,,"0.01",,,"75","46",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-23",,,"0.32",,,"46","33",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-24",,,"0.01",,,"57","26",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-25",,,"0.00",,,"70","38",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-26",,,"0.33",,,"59","50",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-27",,,"0.05",,,"61","48",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-28",,,"0.01",,,"82","44",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-29",,,"0.00",,,"89","58",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-04-30",,,"0.00",,,"84","62",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-01",,,"0.00",,,"83","42",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-02",,,"0.24",,,"43","36",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-03",,,"0.00",,,"60","31",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-04",,,"0.03",,,"46","38",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-05",,,"0.00",,,"59","43",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-06",,,"0.01",,,"68","40",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-07",,,"0.00",,,"76","48",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-08",,,"0.29",,,"83","57",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-09",,,"2.12",,,"72","57",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-10",,,"0.00",,,"71","54",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-11",,,"0.00",,,"72","48",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-12",,,"0.00",,,"70","42",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-13",,,"0.00",,,"84","48",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-14",,,"0.00",,,"89","65",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-15",,,"0.00",,,"76","61",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-16",,,"0.00",,,"75","60",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-17",,,"0.00",,,"82","56",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-18",,,"0.06",,,"86","68",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-19",,,"0.45",,,"85","62",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-20",,,"0.00",,,"82","62",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-21",,,"0.01",,,"70","56",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-22",,,"0.00",,,"76","50",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-23",,,"0.22",,,"63","57",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-24",,,"0.00",,,"79","56",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-25",,,"0.00",,,"82","63",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-26",,,"0.00",,,"83","65",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-27",,,"0.01",,,"81","70",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-28",,,"0.00",,,"80","71",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-29",,,"1.70",,,"81","61",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-30",,,"0.80",,,"80","58",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-05-31",,,"1.00",,,"85","65",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-01",,,"0.01",,,"74","58",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-02",,,"0.00",,,"70","51",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-03",,,"0.00",,,"80","51",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-04",,,"0.13",,,"81","65",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-05",,,"0.32",,,"79","61",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-06",,,"0.00",,,"77","58",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-07",,,"0.00",,,"79","54",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-08",,,"0.07",,,"81","60",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-09",,,"0.00",,,"86","61",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-10",,,"0.00",,,"94","67",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-11",,,"0.00",,,"92","74",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-12",,,"0.00",,,"94","74",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-13",,,"0.00",,,"87","66",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-14",,,"0.00",,,"93","67",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-15",,,"0.11",,,"85","70",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-16",,,"0.68",,,"89","69",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-17",,,"0.90",,,"80","64",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-18",,,"0.00",,,"86","64",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-19",,,"0.00",,,"84","67",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-20",,,"0.00",,,"90","70",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-21",,,"0.00",,,"91","75",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-22",,,"0.00",,,"90","73",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-23",,,"0.00",,,"90","75",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-24",,,"0.00",,,"89","74",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-25",,,"0.00",,,"89","73",
"USC00346282","NEWKIRK 8 E MESONET, OK US","2013-06-26",,,"0.00",,,"94","74",
